chr	Start	End	Length	Hits	center	median
chr11	71420632	71421017	386	88.49033747	71420714	71420729
chr11	71471273	71471314	42	3.947205356	71471277	71471278
chr11	71580530	71580582	53	6.006616846	71580540	71580542
chr11	71701125	71701159	35	3.174926047	71701158	71701158
chr11	71704761	71705118	358	15.57429939	71704821	71704860
chr11	71733936	71734244	309	10.59738829	71733988	71734041
chr11	71839274	71839384	111	7.358105637	71839308	71839313
chr11	71863755	71863842	88	4.719484665	71863788	71863790
chr11	71984272	71984483	212	52.06449673	71984372	71984370
chr11	72044740	72044899	160	11.17659777	72044825	72044822
chr11	72273194	72273544	351	17.011597	72273484	72273402
chr11	72363318	72363356	39	4.569319244	72363354	72363353
chr11	72398192	72398240	49	3.646874514	72398212	72398213
chr11	72402959	72402997	39	2.445551145	72402986	72402985
chr11	72493411	72493515	105	20.65847151	72493482	72493480
chr11	72518717	72518854	138	14.69475907	72518777	72518779
chr11	72673597	72673671	75	6.500017516	72673642	72673642
chr11	72715110	72715703	594	45.28560058	72715366	72715347
chr11	72722815	72722938	124	14.39442823	72722842	72722853
chr11	72747391	72747472	82	5.25578974	72747416	72747419
chr11	72754181	72754213	33	1.308584384	72754209	72754205
chr11	72772581	72772642	62	2.917499611	72772612	72772623
chr11	72953094	72953213	120	17.07595361	72953139	72953155
chr11	72981312	72982310	999	227.4362564	72981816	72981810
chr11	73000200	73000517	318	25.87135684	73000425	73000394
chr11	73089622	73089913	292	11.00498015	73089851	73089822
chr11	73118790	73118845	56	4.590771447	73118808	73118809
chr11	73266388	73267220	833	119.4887708	73266868	73266863
chr11	74061097	74061229	133	31.2344076	74061151	74061150
chr11	75310523	75310732	210	11.97032929	75310705	75310671
chr11	75333273	75334116	844	167.4988012	75333591	75333605
chr11	75393361	75393629	269	101.4260159	75393493	75393493
chr11	75400951	75401087	137	13.70795773	75401000	75401000
chr11	75776565	75776905	341	15.08089872	75776654	75776678
chr11	75902073	75902219	147	16.21786548	75902142	75902141
chr11	76087345	76087447	103	4.783841274	76087411	76087401
chr11	76111498	76111815	318	8.173289351	76111778	76111700
chr11	76205147	76205211	65	4.462058229	76205184	76205186
chr11	76469556	76469876	321	24.71293788	76469769	76469764
chr11	76548083	76548149	67	3.003308423	76548118	76548116
chr11	76608194	76608351	158	33.70141095	76608316	76608312
chr11	76783103	76783664	562	74.26752686	76783404	76783414
chr11	77396798	77396919	122	18.25582477	77396878	77396875
chr11	77459633	77459847	215	30.33341507	77459733	77459733
chr11	77958778	77959103	326	28.59578663	77959026	77959010
chr11	78211039	78211173	135	7.615532073	78211102	78211103
chr11	78275780	78275862	83	8.151837148	78275818	78275817
chr11	78417745	78417977	233	26.06442667	78417937	78417916
chr11	78973047	78973132	86	4.783841274	78973075	78973077
chr11	79028511	79029081	571	41.38129963	79028775	79028799
chr11	79129500	79129697	198	7.207940215	79129515	79129580
chr11	79546057	79547855	1799	821.5550191	79547071	79547074
chr11	79586678	79586831	154	31.2129554	79586763	79586761
chr11	79620638	79620975	338	31.17005099	79620693	79620720
chr11	79842360	79842385	26	2.788786393	79842369	79842369
chr11	79984920	79985427	508	80.44576133	79985131	79985140
chr11	80030049	80030087	39	3.732683326	80030073	80030073
chr11	80220060	80220449	390	13.83667095	80220397	80220249
chr11	80237381	80237605	225	52.85822825	80237449	80237460
chr11	80474862	80475242	381	34.17335941	80475131	80475109
chr11	80477735	80478298	564	27.09413242	80478000	80478034
chr11	80605056	80605568	513	108.2692687	80605215	80605250
chr11	80635429	80636523	1095	28.3812646	80635513	80635869
chr11	80715914	80717037	1124	181.2496633	80716479	80716488
chr11	80745766	80745914	149	24.1337284	80745860	80745854
chr11	80885898	80886667	770	32.650253	80886621	80886299
chr11	80924039	80924109	71	5.04126771	80924067	80924064
chr11	81042647	81042671	25	2.745881987	81042660	81042660
chr11	81067350	81067426	77	5.556120583	81067394	81067393
chr11	81423599	81424192	594	40.99515998	81423895	81423904
chr11	81441729	81441776	48	6.435660907	81441763	81441761
chr11	81631976	81632137	162	14.30861942	81632031	81632040
chr11	81657329	81657551	223	61.52491827	81657486	81657479
chr11	81738789	81738962	174	22.97530944	81738872	81738868
chr11	81768027	81768060	34	2.381194535	81768053	81768053
chr11	81806876	81806949	74	3.024760626	81806914	81806914
chr11	82068604	82068658	55	3.046212829	82068643	82068643
chr11	82110204	82110662	459	64.31370466	82110306	82110351
chr11	82122348	82122451	104	5.105624319	82122410	82122406
chr11	82268416	82268447	32	3.282187062	82268427	82268428
chr11	82611904	82612250	347	24.1122762	82612170	82612140
chr11	82676957	82677048	92	5.706286004	82677002	82677001
chr11	82735500	82735873	374	45.07107855	82735746	82735723
chr11	83257196	83257246	51	3.561065702	83257207	83257208
chr11	83362421	83363138	718	285.0139694	83362773	83362765
chr11	83421688	83422127	440	26.40766192	83421998	83421979
chr11	83585434	83586290	857	601.1979897	83585902	83585875
chr11	83988905	83989037	133	7.765697494	83988966	83988968
chr11	84361110	84361164	55	3.646874514	84361147	84361141
chr11	84502182	84502640	459	77.44245291	84502543	84502513
chr11	84860627	84861070	444	74.65366652	84860756	84860771
chr11	84888837	84888911	75	4.054466371	84888869	84888873
chr11	85446208	85447444	1237	60.19488168	85446282	85446431
chr11	85458102	85458196	95	6.585826328	85458149	85458149
chr11	85514844	85514911	68	5.384502959	85514875	85514876
chr11	85526431	85526941	511	39.0215573	85526675	85526671
chr11	85877931	85878311	381	35.03144754	85878014	85878057
chr11	85943973	85944146	174	34.90273432	85944083	85944078
chr11	86150900	86151240	341	15.87463024	86150954	86151018
chr11	86185179	86185281	103	11.24095438	86185218	86185219
chr11	86306024	86306152	129	7.122131403	86306080	86306079
chr11	86779256	86779359	104	8.709594427	86779289	86779294
chr11	87085541	87085597	57	3.925753153	87085556	87085558
chr11	87107805	87107939	135	15.33832516	87107888	87107887
chr11	87149690	87150054	365	23.03966605	87149999	87149941
chr11	87398104	87398139	36	2.660073175	87398136	87398130
chr11	87420034	87420722	689	159.7545559	87420437	87420442
chr11	87748205	87748255	51	2.960404017	87748226	87748231
chr11	87863522	87863596	75	60.15197727	87863558	87863558
chr11	88289148	88289238	91	4.140275183	88289178	88289185
chr11	88484389	88484485	97	4.376249417	88484440	88484440
chr11	88495947	88495991	45	5.127076522	88495956	88495953
chr11	88502460	88503113	654	63.28399892	88502818	88502817
chr11	88512715	88513061	347	39.32188814	88512802	88512824
chr11	88598417	88598471	55	2.896047408	88598438	88598439
chr11	88614144	88614180	37	3.389448078	88614177	88614177
chr11	88618640	88618700	61	4.140275183	88618651	88618651
chr11	88728259	88728306	48	2.810238596	88728282	88728287
chr11	88785958	88786067	110	9.009925269	88785974	88785986
chr11	88843267	88843332	66	4.955458898	88843302	88843302
chr11	88928093	88928191	99	4.633675853	88928164	88928161
chr11	89245727	89245784	58	4.33334501	89245740	89245743
chr11	89482185	89482232	48	1.995054881	89482214	89482203
chr11	89521465	89521566	102	7.915862915	89521527	89521527
chr11	89611008	89612538	1531	874.0914643	89611884	89611873
chr11	89682778	89683869	1092	23.01821384	89683812	89683616
chr11	90035164	90035525	362	30.99843337	90035263	90035285
chr11	90139545	90139807	263	12.35646894	90139559	90139657
chr11	90164974	90165016	43	3.110569438	90164995	90164995
chr11	90219732	90220446	715	42.47536198	90220179	90220122
chr11	90520838	90520866	29	6.242591079	90520851	90520851
chr11	90544188	90544263	76	9.396064924	90544212	90544213
chr11	90561030	90561056	27	4.934006695	90561046	90561049
chr11	90578060	90578356	297	45.4143138	90578302	90578284
chr11	90644135	90645068	934	139.4822241	90644747	90644666
chr11	90649781	90649883	103	9.717847969	90649841	90649837
chr11	90665107	90665531	425	72.70151604	90665225	90665232
chr11	90740304	90740442	139	18.23437257	90740385	90740378
chr11	91062389	91062425	37	2.76733419	91062414	91062414
chr11	91072379	91072432	54	3.303639265	91072412	91072405
chr11	91706770	91706812	43	2.831690799	91706790	91706790
chr11	91913580	91913622	43	2.938951814	91913591	91913595
chr11	92223383	92223468	86	3.603970108	92223420	92223423
chr11	92277170	92277401	232	8.816855442	92277199	92277277
chr11	92459989	92460020	32	2.359742332	92460018	92460010
chr11	92632810	92632992	183	22.28883894	92632926	92632917
chr11	92657134	92657836	703	82.44081621	92657429	92657468
chr11	92765040	92765111	72	6.414208704	92765046	92765050
chr11	93112960	93113081	122	19.43569594	93112998	93113006
chr11	93154539	93154695	157	7.358105637	93154623	93154609
chr11	93180228	93180298	71	3.303639265	93180260	93180260
chr11	93897652	93898340	689	129.0350012	93897968	93897969
chr11	93911229	93912931	1703	713.6933423	93912442	93912373
chr11	94097058	94097166	109	9.460421533	94097123	94097122
chr11	94568921	94568964	44	2.831690799	94568922	94568928
chr11	94912065	94912162	98	11.09078896	94912097	94912098
chr11	95038340	95038381	42	3.024760626	95038371	95038370
chr11	95225795	95225858	64	3.282187062	95225837	95225836
chr11	95746183	95746296	114	6.45711311	95746253	95746250
chr11	95967109	95967196	88	5.427407365	95967142	95967146
chr11	95971968	95972050	83	3.174926047	95972011	95972010
chr11	96503049	96503467	419	77.03486105	96503119	96503142
chr11	96575037	96575159	123	10.76900592	96575105	96575102
chr11	96660438	96660542	105	7.443914449	96660483	96660485
chr11	96914117	96914178	62	2.960404017	96914151	96914156
chr11	97027563	97028665	1103	114.5333119	97028117	97028141
chr11	97089448	97089534	87	6.264043282	97089492	97089493
chr11	97138281	97138379	99	3.990109762	97138319	97138324
chr11	97562522	97562615	94	4.526414838	97562568	97562570
chr11	97662108	97662178	71	4.440606026	97662158	97662158
chr11	97954390	97954440	51	3.518161296	97954415	97954417
chr11	97978714	97979113	400	40.05126304	97978831	97978845
chr11	98134529	98134564	36	3.260734859	98134547	98134547
chr11	98284460	98285087	628	52.75096723	98284772	98284780
chr11	98363329	98363408	80	2.702977581	98363375	98363382
chr11	98593306	98593543	238	57.92094816	98593408	98593410
chr11	98920620	98920949	330	43.78394637	98920700	98920740
chr11	99390860	99391183	324	18.53470341	99391130	99391098
chr11	99640938	99641860	923	117.3006461	99641514	99641505
chr11	99900957	99901825	869	38.78558306	99901775	99901444
chr11	99943735	99943772	38	4.633675853	99943747	99943748
chr11	100109694	100109742	49	4.655128056	100109721	100109721
chr11	100585303	100585371	69	4.097370777	100585349	100585349
chr11	100673353	100673430	78	3.432352484	100673397	100673396
chr11	100764479	100764542	64	2.660073175	100764509	100764503
chr11	100813495	100813734	240	7.122131403	100813716	100813643
chr11	100854303	100854696	394	96.98540986	100854573	100854572
chr11	101078090	101078397	308	82.82695587	101078171	101078180
chr11	101276650	101277171	522	31.77071268	101276891	101276911
chr11	101283944	101284056	113	13.45053129	101283974	101283976
chr11	101309734	101309791	58	6.650182937	101309749	101309750
chr11	101340654	101340851	198	51.63545267	101340714	101340719
chr11	101398833	101398922	90	11.86306827	101398905	101398902
chr11	101401210	101401268	59	5.277241943	101401265	101401264
chr11	101421698	101421817	120	6.049521252	101421772	101421768
chr11	101462938	101463246	309	30.24760626	101463015	101463049
chr11	101510507	101510540	34	2.316837926	101510528	101510528
chr11	101579891	101579963	73	4.976911101	101579908	101579909
chr11	102250560	102251266	707	297.4562471	102250925	102250923
chr11	102478472	102478782	311	13.19310486	102478704	102478663
chr11	102611668	102611739	72	4.955458898	102611694	102611694
chr11	102620637	102620757	121	4.11882298	102620685	102620689
chr11	102630481	102630581	101	13.90102756	102630521	102630521
chr11	102815534	102815645	112	33.78721976	102815578	102815580
chr11	102939822	102939922	101	5.470311771	102939863	102939862
chr11	103390959	103391422	464	60.15197727	103391287	103391266
chr11	103402408	103402473	66	5.556120583	103402443	103402443
chr11	103421241	103421574	334	56.0546065	103421274	103421330
chr11	103479657	103479737	81	10.83336253	103479709	103479708
chr11	103485706	103485895	190	26.00007006	103485841	103485827
chr11	103733701	103733795	95	4.075918574	103733757	103733753
chr11	103857768	103858152	385	42.02486572	103858071	103858053
chr11	104152632	104152950	319	17.89113732	104152677	104152751
chr11	104394323	104395036	714	158.4459715	104394565	104394610
chr11	104407298	104407339	42	2.424098942	104407324	104407315
chr11	104626098	104626272	175	24.71293788	104626203	104626199
chr11	104701549	104701933	385	63.77739958	104701851	104701837
chr11	104727584	104727634	51	2.102315896	104727615	104727603
chr11	104754237	104754264	28	4.891102289	104754240	104754240
chr11	104944147	104944203	57	8.5165246	104944161	104944161
chr11	104945393	104945481	89	8.001671727	104945417	104945421
chr11	104954149	104954585	437	86.98868325	104954302	104954301
chr11	104977030	104977448	419	152.7396855	104977312	104977297
chr11	105019495	105019617	123	14.35152382	105019549	105019550
chr11	105161105	105161140	36	4.762389071	105161110	105161111
chr11	105274740	105275739	1000	221.6012572	105275290	105275262
chr11	105294102	105294162	61	5.32014635	105294114	105294116
chr11	105557403	105557472	70	4.39770162	105557433	105557434
chr11	105560900	105560954	55	2.681525378	105560933	105560936
chr11	105867150	105868326	1177	386.1396544	105867553	105867552
chr11	105897148	105897455	308	91.06460183	105897280	105897279
chr11	105911758	105911843	86	5.813547019	105911795	105911795
chr11	105916181	105916312	132	9.417517127	105916268	105916262
chr11	105985841	105985877	37	2.445551145	105985862	105985862
chr11	105987617	105987730	114	8.237645961	105987672	105987673
chr11	106165759	106166043	285	155.6142807	106165959	106165952
chr11	106290613	106290689	77	4.590771447	106290636	106290639
chr11	106623692	106623750	59	11.45547641	106623710	106623711
chr11	106665369	106665617	249	59.03646272	106665544	106665530
chr11	106818950	106819566	617	47.28065546	106819310	106819299
chr11	106832116	106832324	209	9.717847969	106832234	106832219
chr11	107687203	107687336	134	9.460421533	107687237	107687247
chr11	107833504	107834352	849	24.92745991	107833588	107833774
chr11	107934779	107935857	1079	317.5784135	107935299	107935297
chr11	108044301	108045112	812	44.29879924	108044645	108044660
chr11	108067268	108067761	494	136.3931068	108067657	108067602
chr11	108152163	108152480	318	31.68490386	108152440	108152425
chr11	108278769	108278822	54	7.315201231	108278799	108278799
chr11	108442108	108442195	88	5.405955162	108442155	108442154
chr11	108483660	108483797	138	38.78558306	108483711	108483714
chr11	108551718	108552080	363	119.4887708	108551796	108551804
chr11	108583414	108583498	85	13.19310486	108583448	108583449
chr11	108609574	108609674	101	4.698032462	108609616	108609623
chr11	108678086	108678204	119	9.181542893	108678189	108678152
chr11	108932257	108932289	33	1.587463024	108932273	108932276
chr11	109735338	109735663	326	17.35483224	109735406	109735433
chr11	110157114	110158013	900	137.0581251	110157688	110157651
chr11	110661102	110661158	57	4.204631792	110661132	110661132
chr11	110680973	110681186	214	60.13052507	110681038	110681045
chr11	110958824	110959164	341	15.23106415	110958881	110958934
chr11	111000886	111002043	1158	178.7397556	111001717	111001694
chr11	111571808	111571896	89	5.53466838	111571869	111571868
chr11	111660646	111660726	81	3.711231123	111660690	111660689
chr11	111831235	111831307	73	2.338290129	111831269	111831276
chr11	112654452	112654547	96	12.33501674	112654515	112654512
chr11	112908320	112908684	365	91.98704656	112908438	112908455
chr11	112935872	112935946	75	7.679888682	112935925	112935923
chr11	112948263	112948435	173	12.27066013	112948370	112948361
chr11	113017147	113017245	99	15.44558618	113017209	113017207
chr11	113210783	113211070	288	15.25251635	113211040	113210977
chr11	113314018	113314166	149	9.117186284	113314118	113314105
chr11	113390415	113390552	138	9.846561187	113390450	113390459
chr11	113417887	113418028	142	17.7409719	113417960	113417959
chr11	113448899	113449091	193	16.73271836	113448969	113448988
chr11	113463496	113463547	52	1.308584384	113463521	113463514
chr11	113647291	113647567	277	28.68159544	113647330	113647344
chr11	113666405	113667361	957	162.7793165	113666979	113666969
